,song_id,song_name,artist_1,artist_2,artist_3,release_date,popularity,duration_ms,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,key,valence,tempo,time_signature,mode
117367,1hEkAQTsDCnPX0zpo22Z5F,Sin Tu Cariño,Rubén Blades,,,1979-01-01,38,390360,0,0.546,0.718,-4.465,0.035,0.146,4.39e-05,0.109,5,0.899,105.265,4,1
117380,6QGNotbJEwaOwE9EJp8y3L,If You Remember Me,Night,,,1979-01-01,38,184240,0,0.49,0.403,-9.83,0.0277,0.73,0.0,0.198,2,0.353,124.261,4,1
117386,5qolpk9X28wwWLGE8sZ328,No Time This Time,The Police,,,1979-10-02,38,197667,0,0.294,0.969,-5.659,0.12,0.022,0.00226,0.0654,0,0.469,201.411,4,1
117397,7Fp2zfZYm5VrHwXWSbls7R,Meu Bem Querer,Djavan,,,1979-03-05,38,203093,0,0.219,0.32,-11.477,0.0285,0.862,1.18e-05,0.213,9,0.127,83.556,4,1
117529,41TpvOhSCOJOHuOUggy9sv,Wishing (If I Had a Photograph of You),A Flock Of Seagulls,,,1981-01-01,43,330427,0,0.507,0.803,-5.176,0.0388,0.104,0.678,0.054,1,0.682,120.23,4,1
117531,1lNn0udm3EHKFRCGpNKZxn,"The More You Live, The More You Love",A Flock Of Seagulls,,,1981-01-01,43,249107,0,0.612,0.845,-5.565,0.0352,0.00224,0.00168,0.582,11,0.769,139.514,4,0
117563,1864O99twGgmk18fGY1Brs,State of Independence,Donna Summer,,,1982-07-19,41,351493,0,0.749,0.699,-8.683,0.138,0.181,0.0949,0.0594,4,0.874,169.522,4,1
117599,4IlCLjsGXojHEkLO5hEPXz,Adventures In Success,Will Powers,,,1983-01-01,38,221053,0,0.887,0.646,-11.414,0.18,0.0972,4.38e-06,0.0576,8,0.787,94.629,4,0
117801,72dq7syxHMZF44QX3r1yXH,Encadenada A Mi - Cumbia,Los Bukis,,,1993-01-01,57,229880,0,0.706,0.6,-11.936,0.0318,0.0576,5.43e-06,0.231,7,0.977,155.546,4,1
117882,5YTMRAT4yKgFrepF8Hi3mY,I Want You Back - Radio Edit,*NSYNC,,,1997-05-26,52,202107,0,0.758,0.93,-3.22,0.0425,0.0503,0.000226,0.325,8,0.853,112.042,4,0
117910,2aROA14wjchRPpxJMrhzKm,"Bewitched, Bothered and Bewildered",Brad Mehldau,,,1998-09-15,49,358533,0,0.433,0.0662,-19.398,0.0403,0.954,0.852,0.0713,0,0.162,107.241,4,1
117927,4zGz2XJCpLqBNAmqYGaJw9,I Can Make You Feel Good,Shalamar,,,1999-01-01,56,256773,0,0.706,0.7,-10.251,0.0289,0.19,5.25e-06,0.0736,7,0.961,112.805,4,0
118000,2czBvzOv3TvnyoW7Ozo7fP,The Rising,Bruce Springsteen,,,2002-07-30,55,287040,0,0.499,0.761,-6.381,0.0324,0.0655,0.0,0.0895,10,0.326,110.186,4,1
118015,4BwEcQ7CML2xTUTJcpZBzu,Estoy A Punto,El Gigante De America,,,2003-07-22,59,196840,0,0.792,0.634,-6.566,0.0392,0.194,1.39e-05,0.0316,9,0.929,152.001,4,1
118032,1NDOQvltDJGdEHdDattBxO,Human Being,The Beta Band,,,2013-01-01,5,271733,0,0.446,0.567,-10.84,0.0304,0.0164,0.775,0.248,4,0.565,148.094,4,1
118071,061cp08tzW2q8qaqNkad28,Vibra Positiva,Zona Ganjah,,,2005-07-01,63,259560,0,0.878,0.86,-3.742,0.0616,0.354,0.0,0.572,2,0.961,146.97,4,1
118074,0VyBSVzyZXXB4LnC4a4moo,Ven aqui,Los Bunkers,,,2005-01-01,61,217850,0,0.4,0.96,-4.004,0.291,0.0285,0.000104,0.141,3,0.694,201.905,4,1
118123,5e7yUjMWmYBvSRFnDihyQ2,Fumando Vamos a Casa,Zona Ganjah,,,2007-12-19,60,222253,0,0.844,0.74,-5.054,0.331,0.335,0.0,0.271,6,0.871,125.536,4,1
118129,0d8aJLKZI1r4uOSLZBJaBK,The River,Good Charlotte,,,2007-03-16,59,195680,0,0.439,0.945,-2.21,0.138,0.00677,0.0,0.166,1,0.455,161.954,4,1
118198,4u5xLMRN0dgKBFFN8FiNgv,Niña Bonita,Chino & Nacho,,,2010-01-01,70,216787,0,0.676,0.91,-5.096,0.132,0.257,0.0,0.153,9,0.716,120.022,4,1
118255,2xuPC0uyLCxR3JN9spk0sO,Baptize the Beat - Diamondback Kid Remix,The System,Diamondback Kid,,2012-11-23,5,304467,0,0.433,0.865,-5.558,0.0479,0.007,0.00205,0.335,1,0.958,98.22,4,1
118420,39vPMctMb4WEIUgW472fQx,Go Hard Or Go Home,Kronos,Outbreak,Sabacca,2017-11-24,7,251625,0,0.464,0.965,-4.1,0.073,0.0088,0.0302,0.365,6,0.199,74.94,4,1
118423,6kL9NqovZlzGAc6G6Zon99,Satan Is Real - (Live at Wacken 2017),Kreator,,,2018-07-20,5,285480,0,0.256,0.988,-3.618,0.165,9.95e-05,0.0278,0.658,0,0.055,104.194,4,0
118448,3ui0Mg3E8YRTl1qaRSEsFR,Left Of Us,Luke Bond,Tyler Graves,,2019-12-13,8,210462,0,0.477,0.786,-2.902,0.0504,0.0668,2.88e-06,0.4,2,0.385,130.018,4,0
118555,4O3sAZoZDIhNRcfHNuU4Ps,"Venere e Marte (feat. Marco Mengoni, Frah Quintale)",Takagi & Ketra,Marco Mengoni,Frah Quintale,2021-01-08,75,222047,0,0.737,0.726,-5.52,0.0618,0.0261,0.0,0.111,10,0.564,119.991,3,1
118693,6bIMdTSruPdKVZQOGTrSrQ,La Yerbita,Los Corraleros De Majagual,Eliseo Herrera,,2012-06-20,12,166461,0,0.804,0.807,-5.891,0.0471,0.478,0.0121,0.0374,5,0.953,108.744,4,0
118739,4pvknJEcQuzyCj1b7KIkac,Tu Amigo o Tu Amante,La Sabrosura Orquesta,,,2012-10-12,21,284667,0,0.647,0.847,-9.178,0.0413,0.23,0.000542,0.0767,7,0.857,172.004,4,1
118751,6WuRo5MdVrpKCl6lkKIAlp,Needle In The Hay,Elliott Smith,,,1995-07-01,51,259893,0,0.552,0.213,-16.777,0.0387,0.577,0.0105,0.116,5,0.332,116.165,4,1
118797,4ZrEjG3Vef85NTve8ptC9Q,What Goes Around.../...Comes Around (Interlude),Justin Timberlake,,,2006-09-13,58,448533,0,0.685,0.725,-4.791,0.177,0.13,0.000925,0.592,7,0.381,75.996,4,1
118806,4pxHBdRmwqhiv2B5zy3KG3,Luz De Dia,Los Enanitos Verdes,,,2007-01-01,58,267667,0,0.623,0.587,-7.241,0.0275,0.525,0.000345,0.104,0,0.538,121.983,4,1
118821,2FqoR7diymD1Eh7cVb3DMg,Algo Me Gusta De Ti,Wisin & Yandel,Chris Brown,T-Pain,2012-01-01,72,274947,0,0.627,0.768,-5.296,0.0325,0.00291,0.0,0.0598,11,0.237,127.953,4,0
118833,6OAH4GW3JrQUnFHgUgo7v0,Mamba (Kryteria Radio 115),NXNY,Sted-E,Hybrid Heights,2018-01-12,7,106667,0,0.54,0.945,-7.333,0.0526,0.0373,0.844,0.266,5,0.725,125.973,4,1
118932,3i2UEUTxyki6Nh1Svm7pCi,Non Dimenticar,Percy Faith & His Orchestra,,,1953-01-01,7,179667,0,0.156,0.34,-12.952,0.0317,0.929,0.939,0.449,2,0.124,81.86,4,1
118977,46K2Fg0qmy9wOzozHWSV2Q,BR-3,Toni Tornado,,,1971-01-01,34,182333,0,0.336,0.454,-7.093,0.031,0.0916,0.0,0.153,10,0.331,76.018,3,1
119005,5mi70a4ATbZUPoQV3bfSot,Kapitel 04 - Hexen gibt es doch (Folge 001),Bibi Blocksberg,,,1980-01-01,38,69095,0,0.704,0.206,-19.98,0.932,0.411,0.0,0.135,0,0.583,88.494,4,1
119010,58nENieAZ4HU5ahh5pHly0,Argent trop cher - Remasterisé en 2015,Téléphone,,,1980-10-25,38,248920,0,0.38,0.947,-2.688,0.179,0.0739,0.0222,0.136,11,0.543,139.141,4,0
119123,7mzNk14FElnA5DOKQyBrM0,Something - Remastered 2015,The Beatles,,,2000-11-13,55,181413,0,0.449,0.375,-9.329,0.0286,0.302,2.41e-06,0.144,0,0.466,133.845,4,1
119303,3paOSlqrFcMhdGDZ5513AJ,Me Dejé Llevar,Christian Nodal,,,2017-08-25,69,181453,0,0.647,0.376,-5.299,0.0273,0.228,0.0,0.158,7,0.7,137.863,4,1
119338,5YOkA7qd2983FtBQnP8sYx,Solo de Mi,Bad Bunny,,,2018-12-14,71,197968,1,0.743,0.73,-4.314,0.125,0.287,8.1e-05,0.0778,10,0.15,179.972,4,0
119386,3td69vL9Py7Ai9wfXYnvji,When You Die,MGMT,,,2018-02-09,71,263880,1,0.645,0.938,-4.557,0.0391,0.0946,0.0226,0.159,11,0.495,140.886,4,0
119398,3kEsMLO3qUUwiXeCndsMIb,Bossa No Sé (feat. Jean Carter),Cuco,Jean Carter,,2019-07-26,72,201264,1,0.825,0.678,-5.401,0.0461,0.519,0.0,0.115,4,0.43,134.12,4,1
119506,7ftUnNSgIDdPccZ4O12TPi,El Hob Kan Men Seneen,Umm Kulthum,,,1926-01-01,0,420480,0,0.295,0.166,-20.322,0.111,0.895,0.0306,0.543,7,0.179,65.893,3,1
119554,3Ycj13Gm2B4KOzoAD8Vu2A,Foras foustani vissini,Apostolos Xatzixristos,Markos Vamvakaris,,1930-01-01,0,185493,0,0.556,0.231,-15.367,0.0369,0.989,0.931,0.105,9,0.61,105.921,4,1
119647,4gpMzTPDWQN6ZHmOUV4vhd,"Piano Concerto No. 5 in E Flat Major, Op. 73, ""Emperor"": III. Rondo - Allegro",Ludwig van Beethoven,Artur Schnabel,Frederick Stock,1942-01-01,0,572560,0,0.321,0.249,-14.342,0.0419,0.983,0.921,0.15,3,0.178,89.202,4,1
119678,4qmz6OTEv1FMZPtlE4TCWJ,"The Lone Prospector, Big Jim & Black Larsen",Charlie Chaplin,,,1942-01-01,2,193824,0,0.53,0.209,-10.901,0.0533,0.977,0.604,0.115,10,0.519,109.746,4,0
119685,4URNeszMv3KilAJhAmR5W4,O Pardesiya Hamko Bhool Na Jana,Suraiya,,,1947-12-01,0,192946,0,0.579,0.243,-10.671,0.0775,0.983,0.00916,0.153,0,0.765,105.351,5,0
119695,4Y0SHrzRy7knt4gNkmIzvz,O Duniyawalo Pyar Na Karna,Zohrabai Ambalawali,,,1947-12-31,0,148217,0,0.501,0.149,-15.295,0.0718,0.993,0.862,0.128,10,0.451,113.905,3,1
119718,0kF3g3l9jsL2MQEgGO7CFh,Kapitel 66 - Die drei Ehen der Grand Sophy,Georgette Heyer,Brigitte Carlsen,,1950-01-01,2,142617,0,0.626,0.247,-18.879,0.963,0.71,0.0,0.357,10,0.53,82.606,4,0
119729,0m23SWF2qik7gX9s3rmQ1w,O pontikos,Stelios Kazantzidis,Theodoros Greveniotis,,1950-01-01,0,221467,0,0.637,0.3,-17.618,0.0433,0.996,0.901,0.131,2,0.781,78.03,4,1
119730,0mBaMN6b8jCm0snYWfxPKg,Μάτωσε μάτωσε,Stelios Kazantzidis,,,1950-01-01,0,211467,0,0.592,0.198,-13.457,0.0409,0.991,0.0381,0.109,3,0.65,119.793,4,0
119841,1lN89Aeuz0bYyhnL7h0RT1,Canto D'Amore (Titoli),Carlo Rustichelli,Pino Ferrara,,1962-01-01,19,128587,0,0.324,0.32,-19.934,0.0408,0.765,0.879,0.15,8,0.162,85.756,4,1
119922,4DPLEoup3RgoR5js4yTSvn,Pearly Queen,Traffic,,,1968-10-01,30,259440,0,0.544,0.527,-10.418,0.0402,0.0295,0.008,0.104,2,0.572,103.77,4,0
120044,5FKs8sGM73WD9Hc38rWuu0,Vakit Yok Gemi Kalkıyor,Metin Ersoy,,,1970-01-01,33,120373,0,0.547,0.59,-6.65,0.0434,0.446,1.09e-06,0.119,5,0.959,81.426,4,0
120066,1yQ4FP9hJfqUO3btVMvlJF,Oh What a Feeling,Crowbar,,,1971-01-01,33,259785,0,0.516,0.52,-10.341,0.101,0.0205,0.0338,0.0652,2,0.74,118.104,4,1
120084,5vANqX5Px407WvmihyQ8gk,Sweedeedee,Michael Hurley,,,1971-09-01,33,322960,0,0.461,0.235,-11.128,0.0285,0.969,0.00267,0.114,0,0.307,79.222,4,1
120125,4yYeCKx86YaXFVZ8hZJ9B1,Old Man Took,America,,,1974-01-01,33,195000,0,0.485,0.318,-11.237,0.0292,0.347,0.000353,0.0683,11,0.641,107.46,4,0
120131,1qQyIn1NOQBPS9evE8MXRX,הורה האחזות,Kaveret,,,1974-07-14,33,212000,0,0.497,0.711,-9.529,0.0456,0.313,0.0,0.617,7,0.904,129.199,4,1
120210,5KVjMgSCrWIsSOwTA60YUf,Aimes-tu la vie comme moi,Boule Noire,,,1976-01-01,35,224373,0,0.686,0.853,-9.46,0.108,0.198,2.8e-06,0.0639,9,0.8,95.711,4,0
120257,2QWIR3HjVDjP65EmfYKzBt,The Return Home,John Williams,London Symphony Orchestra,,1977-01-01,35,171893,0,0.0933,0.131,-17.31,0.0384,0.859,0.437,0.0761,1,0.0345,77.046,3,1
120378,6FTlkF5Yt303taYaPG3mcq,Nike-A-Go-Go,Misfits,,,1982-01-01,37,135267,0,0.535,0.911,-11.206,0.108,0.00298,0.0,0.469,9,0.35,124.425,4,0
120414,0bRzvxZdAbX7AT6lraMX1N,Ci stiamo sbagliando,Luca Carboni,,,1984-01-01,39,287773,0,0.744,0.482,-12.642,0.0306,0.165,0.0,0.0336,9,0.908,136.623,4,1
120599,1eluAGIOxgYMXOpT8UHJHz,Hey Boy,Racionais MC's,,,1990-10-07,42,310773,0,0.735,0.569,-13.85,0.498,0.0258,0.0,0.0719,8,0.65,171.469,4,1
120611,3hGsDRUzPgXMDSRZzgXkhS,Telephone Song,The Vaughan Brothers,,,1990-09-25,42,208240,0,0.722,0.785,-12.155,0.0677,0.0659,0.00447,0.315,8,0.843,118.035,4,1
120719,5EExhZiAXIqw6M5FFGAiUb,Turn the Beat Around,Gloria Estefan,,,1994-10-14,46,233200,0,0.735,0.804,-6.476,0.0347,0.0145,0.0,0.0716,6,0.539,130.018,4,0
120756,245oQnuxE6oX9B8B0t3SmU,"No Coke - 7"" Mix",Dr. Alban,,,1997-06-15,48,223373,0,0.847,0.695,-8.909,0.153,0.121,0.0,0.104,0,0.645,96.589,4,1
120884,09E4kEyIovM6dqfsoEZDKl,Signals,Troops of Mafeking,,,2007-01-01,0,271372,0,0.124,0.756,-7.543,0.0606,0.00739,0.689,0.0794,3,0.2,181.431,3,1
120923,3NKCWBT2uKp8rxSkcvIrdX,Forever & Always,Taylor Swift,,,2008-11-11,57,225333,0,0.605,0.829,-4.993,0.0549,0.0907,0.0,0.106,10,0.514,128.012,4,1
120962,3KZCP2StVGdWkOKyRZNWA4,Es un Secreto,Plan B,,,2010-07-20,59,192120,0,0.841,0.774,-4.963,0.0421,0.117,2.66e-06,0.0674,6,0.494,95.006,4,0
121054,6E3NosMXYlGD21K7KqIxQ1,I Always Knew,The Vaccines,,,2012-09-03,60,214347,0,0.393,0.872,-2.53,0.0401,0.000122,0.000407,0.312,2,0.393,150.097,4,1
121117,6KVHNaWeAYpBWRgJmynIRb,Bossa Nova (Barem Remix) - Best Of 2013,Leonardo Gonnelli,,,2013-11-04,0,426734,0,0.814,0.762,-8.437,0.0586,0.000197,0.787,0.066,2,0.968,122.963,4,1
121299,2sHf5pftBFaFCC3lDxUCGk,"Chopin: Piano Sonata #2 In B Flat Minor, Op. 35, B 128, ""Funeral March"" - 2. Scherzo",Frédéric Chopin,Martha Argerich,,1927-12-05,0,365467,0,0.3,0.0638,-20.97,0.0373,0.993,0.868,0.0991,6,0.137,74.367,4,1
121312,6XD6qJykJ91uC9AYb84ZeY,Chapter 4.12 - Zamek kaniowski,Seweryn Goszczyński,,,1928-01-01,0,102200,0,0.715,0.22,-19.788,0.948,0.686,0.0,0.206,2,0.545,113.214,3,1
121479,5EjCy4nuIl5MO87gyHVjv1,"Long, Long Journey - 1996 Remastered",Louis Armstrong,,,1930-01-01,1,272227,0,0.703,0.154,-12.073,0.0605,0.95,0.000619,0.0663,10,0.708,97.509,4,1
121512,5sveyD9opnXZy7lWOkEMSk,Pierrot Apaixonado,Joel e Gaúcho,,,1930-06-14,4,188175,0,0.703,0.409,-12.622,0.0672,0.992,0.00802,0.349,8,0.887,141.636,4,1
121570,6rxkV4BmyfRKzOhRgcQpdH,Capítulo 3.4 - el Que Susurraba en la Oscuridad,H.P. Lovecraft,,,1930-01-01,1,129100,0,0.734,0.417,-15.76,0.953,0.795,0.0,0.185,6,0.731,90.018,4,1
121727,6uhEnNtF5TE7kAPJgasyyo,"Haydn: String Quartet No. 52 in E-Flat Major, Op. 64 No. 6, Hob. III, 64: II. Andante",Franz Joseph Haydn,Pro Arte Quartet,,1935-01-01,0,259733,0,0.151,0.145,-19.164,0.0391,0.942,0.0444,0.333,10,0.176,93.685,4,1
121768,7ovtkCNnvLD6Lsks7w4pBg,"Beethoven: Egmont, Op. 84: Overture",Ludwig van Beethoven,Karl Böhm,Staatskapelle Dresden,1935-01-01,0,487787,0,0.299,0.146,-13.883,0.0424,0.912,0.525,0.182,5,0.0924,95.955,4,0
121794,2ff59mCuP6PVtl0yQGXFvu,Chapter 10.9 - Drugie życie doktora Murka,Tadeusz Dolega Mostowicz,,,1936-12-23,0,126200,0,0.658,0.182,-23.78,0.949,0.317,0.0,0.12,6,0.546,101.962,3,0
121924,42iff5PkphYVAi1ect52H5,You Are Blaze,Freemulitas Groove,,,1940-01-01,0,235717,0,0.446,0.0553,-20.242,0.0374,0.939,0.13,0.0973,8,0.0839,131.384,4,1
122132,7zxiwcqLQyWcLdThrsYklu,Way Down Yonder in New Orleans,Duke Ellington,Duke Ellington Orchestra,,1940-01-01,4,91640,0,0.488,0.434,-17.687,0.198,0.766,0.00434,0.364,5,0.61,112.309,4,0
122162,6hbJ6QQ8MaEI5tqCDbb0DE,Haydn: Die Schöpfung - Teil 1: Arie Mit Chor (Uriel),Franz Joseph Haydn,Gundula Janowitz,Fritz Wunderlich,1940-12-31,0,241133,0,0.27,0.157,-17.679,0.0427,0.98,0.0557,0.364,9,0.181,89.247,4,1
122209,3BhpgYYFPg9eotmLJao186,Them There Eyes,Erin Boheme,,,1941-01-01,5,226920,0,0.518,0.605,-4.814,0.0417,0.227,7.52e-05,0.181,1,0.622,79.516,4,1
122243,4vBZRf6KWbMryfuuglDdCi,"Incidental Music to A Midsummer Night's Dream, Op. 61: No. 12, Melodrama & Finale",Felix Mendelssohn,Arturo Toscanini,,1942-01-01,0,275400,0,0.227,0.0901,-23.816,0.0447,0.963,0.0609,0.226,4,0.0412,81.427,4,1
122269,5E1W2OxL7XZ5S31aFvIas6,I Got Rhythm Variations for Piano And Orchestra (Remastered),George Gershwin,Oscar Levant,Morton Gould,1942-01-01,0,531307,0,0.395,0.296,-13.77,0.0351,0.896,0.372,0.164,0,0.152,119.85,4,1
122276,5K0wEclhDVRdtxxCKSEJsY,"Verdi : La forza del destino : Act 2 ""Chi siete?"" [Melitone, Leonora]",Giuseppe Verdi,Gino Marinuzzi,Maria Caniglia,1942-01-01,0,132027,0,0.384,0.058,-22.658,0.145,0.912,0.000663,0.285,11,0.187,74.549,4,1
122360,6XhNZiMGxwJNP5JtE40YJa,Fidelt Akhbi Ako Hawaya,Om Kalthom,,,1942-01-01,0,435501,0,0.248,0.467,-7.353,0.0357,0.988,0.00228,0.355,11,0.421,99.848,4,1
122371,6mxJFQnUjbsu83eEzw1ZOa,"Polonaise in A Major, Op. 40, No. 1 ""Military"" (Remastered)",Frédéric Chopin,Oscar Levant,,1942-01-01,0,259987,0,0.424,0.262,-14.186,0.0389,0.983,0.838,0.117,9,0.144,146.145,5,1
122378,6tGRi4R7xft1SO5h1o0qHn,"Danse macabre, S. 555 (after Camille Saint-Saens)",Franz Liszt,Vladimir Horowitz,,1942-01-01,3,491720,0,0.318,0.213,-22.059,0.0412,0.993,0.856,0.112,3,0.12,81.27,4,1
122486,3cQfwczzMXs7pnJkgOJT8C,Koshki - zlye volshebniki,Orkestr Borisa Shermana,Boris Sherman,Rostislav Pljatt,1945-01-01,0,320816,0,0.641,0.432,-10.817,0.926,0.987,0.00434,0.297,0,0.669,121.393,3,1
122507,3iIsb9bEcXTs7KHv8Zh90M,Pictures at an Exhibition: Tuileries,Modest Mussorgsky,William Kapell,,1945-01-01,0,51867,0,0.368,0.00884,-28.374,0.0759,0.994,0.919,0.112,3,0.216,163.453,4,0
122533,3yOK9V3Ugx8XHoLyjkzfGb,Adagio II,Johannes Brahms,William Kapell,Jascha Heifetz,1945-01-01,0,273400,0,0.1,0.225,-18.099,0.0456,0.896,0.554,0.0955,2,0.0567,176.113,5,1
122563,4D5lVndav2jiBbMsUwWAGY,Lieder und Gesänge aus der Jugendzeit: I. Erinnerung,Gustav Mahler,Desi Halban,,1945-01-01,0,149453,0,0.352,0.105,-20.485,0.0432,0.991,3.4e-05,0.0655,8,0.201,98.522,4,1
122843,51VWfzhH9K0OLMxtbvIC4C,"Messiah, HWV 56, Pt. 2: Lift up your heads, O ye gates - Chorus",George Frideric Handel,The Liverpool Philharmonic Orchestra,Sir Malcolm Sargent,1946-01-01,0,208907,0,0.276,0.241,-13.859,0.0286,0.989,0.0402,0.196,5,0.403,93.629,4,1
122870,5IOBI3jOuzViVdVd4mLGZ3,"Piano Sonata No. 21 in C Major, Op. 53: I. Allegro con brio",Ludwig van Beethoven,Eugene Istomin,,1946-01-01,0,581013,0,0.253,0.231,-21.081,0.036,0.976,0.908,0.0921,0,0.127,87.857,4,1
122966,66lW71EFT11lwafokA1jHM,Nouvelles suites de pièces de clavecin: Menuets in G Minor & G Major,Jean-Philippe Rameau,Maryla Jonas,,1946-01-01,0,146360,0,0.502,0.0727,-19.377,0.0484,0.996,0.912,0.114,7,0.352,110.813,4,1
122997,6NzPson9TtvMAErjt8b8NE,"IV. Allegro from Piano Trio No. 1 in B Major, Op. 8",Johannes Brahms,Isaac Stern,,1946-01-01,0,426840,0,0.286,0.183,-14.323,0.0383,0.988,0.691,0.0897,11,0.122,141.634,3,0
123061,6wJGpU1ewSpavC0LvT8oKC,"Scottish Fantasy, Op. 46: I. Introduction Grave - Adagio cantabile - Redbook Stereo",Max Bruch,Jascha Heifetz,Sir Malcolm Sargent,1946-01-01,3,467933,0,0.173,0.149,-20.846,0.0423,0.908,0.403,0.11,3,0.0421,106.41,3,1
123188,6PLfdPWcBIM6UydHSKpuSV,"Sinfonia Concertante for Violin, Viola and Orchestra in E-Flat Major, K. 364: I. Allegro maestoso",Wolfgang Amadeus Mozart,Daniel Barenboim,English Chamber Orchestra,1947-01-01,0,826000,0,0.312,0.249,-16.567,0.0382,0.91,0.751,0.0828,3,0.366,123.049,4,1
123219,6urWLcjOtYeXSErBKbcJgO,"Music Of The Night (from ""The Phantom Of The Opera"")",Colm Wilkinson,,,1947-01-01,2,351560,0,0.205,0.127,-16.653,0.0416,0.918,0.00135,0.148,2,0.0592,81.776,4,1
123229,72PBrNhfAQjtgqNQ5O8bbK,Babik,Django Reinhardt,,,1947-01-01,0,122640,0,0.559,0.943,-7.067,0.0475,0.812,0.00808,0.343,5,0.73,81.038,4,1
123240,7CIqNPCWAw8IOXzI8Cuw6Y,I'll Remember April,Hubert Fol,,,1947-01-01,0,319080,0,0.647,0.422,-13.388,0.0498,0.979,0.808,0.818,7,0.817,118.902,4,1
123268,7i5AwD3nwuaWpEWxkaqeLh,Night in Tunisia,Hubert Fol,,,1947-01-01,0,181040,0,0.476,0.536,-10.138,0.0911,0.894,0.213,0.319,8,0.496,157.908,4,1
123287,7yfyPiHZ3K4Aq6xAXAb45f,Serenade After Plato's Symposium: V. Socrates - Alcibiades,Leonard Bernstein,Isaac Stern,Symphony Of The Air,1947-01-01,0,636333,0,0.26,0.359,-13.135,0.0492,0.808,0.0919,0.0885,7,0.0751,96.106,4,0
123341,3gIJbPoX96ayCVd4FbFmWN,"Offenbach: Les contes d'Hoffmann, Act I: ""Peuh ! Cette bière est détestable !"" (Hoffmann, Chœur, Nicklausse, Lindorf, Nathanaël)",Jacques Offenbach,André Cluytens,Chœurs du Théâtre National de l'Opéra-Comique,1948-01-01,0,221440,0,0.383,0.198,-17.846,0.212,0.975,0.0,0.662,5,0.493,172.732,1,1
123376,3vEIvxfZYs6Q5NhSJyCJLp,Maqâm Bayyâtî,Rashîd al-Qundarjî,,,1948-01-01,0,333960,0,0.216,0.357,-10.944,0.0665,0.994,0.881,0.121,3,0.219,71.458,4,1
123488,4ga8nwvaWYX1ePg9oNHoHY,"Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": IV. (g) Poco allegro, stringendo il tempo, sempre più allegro - Prestissimo - Maestoso - Prestissimo",Ludwig van Beethoven,Herbert von Karajan,Wiener Singverein,1948-01-01,0,98240,0,0.361,0.746,-12.02,0.072,0.865,0.96,0.0755,2,0.24,86.392,4,1
123519,4u4fMhf5Yj2QtPXyDlvQcI,Maqâm Madmî,Rashîd al-Qundarjî,,,1948-01-01,0,449480,0,0.302,0.325,-15.107,0.0576,0.995,0.882,0.108,8,0.336,71.918,4,1
123554,5Cawb1V3o4OYY2wWl3s6mq,"Quartet No. 15 in D Minor for Strings, K.421/417b: II. Andante",Wolfgang Amadeus Mozart,Budapest String Quartet,,1948-01-01,1,372293,0,0.201,0.0837,-21.048,0.0571,0.977,0.0234,0.14,5,0.122,75.734,5,1
123609,5WRtcFB5PKKQ9zsXrJtloD,"Offenbach: Les contes d'Hoffmann, Act IV: Couplets. ""Jour et nuit je me mets en quatre"" (Frantz)",Jacques Offenbach,André Cluytens,Bourvil,1948-01-01,0,165160,0,0.611,0.138,-18.595,0.129,0.928,0.0,0.131,7,0.526,116.481,3,1
123628,5jIZQ5eHJOvWiGcy2kDjrE,Lieder eines fahrenden Gesellen: Wenn mein Schatz Hochzeit macht,Gustav Mahler,Eugenia Jareska,London Philharmonic Orchestra,1948-01-01,0,244293,0,0.281,0.0951,-23.502,0.0462,0.992,0.00257,0.113,7,0.0396,96.435,4,0
123689,68dn9krejDA070mTIyyRjB,"Le sacre du printemps (1947 version): Pt. 1 ""Adoration of the Earth"", Introduction",Igor Stravinsky,Pierre Boulez,Cleveland Orchestra,1948-01-01,1,217093,0,0.176,0.0506,-24.976,0.0401,0.963,0.851,0.0656,8,0.0368,109.352,3,0
123904,2QAVpnIPjU1Bxcifw4b2rQ,Vaqueiro Alegre,Bob Nelson,,,1949-10-30,2,173866,0,0.685,0.167,-13.306,0.0435,0.995,0.665,0.165,7,0.741,94.987,4,1
123924,2Zu8NvyigO3moLFvKIgMkC,Aida: Presago il core della tua condanna,Giuseppe Verdi,Arturo Toscanini,,1949-01-01,0,127067,0,0.23,0.0883,-22.606,0.0454,0.931,6.36e-05,0.156,3,0.142,93.024,4,1
123996,0oCa5pwE6Cw2ovVVCBvgVm,Today Is Monday,Barbershop Balladeers,,,1950-08-01,0,112307,0,0.819,0.385,-12.119,0.0701,0.968,0.0,0.0818,10,0.406,82.47,4,1
124021,0wCj8UQoGZrd0cc4gYdTm8,Fancy Free - Ballet: I. Enter Three Sailors,Leonard Bernstein,Columbia Symphony Orchestra,,1950-01-01,0,170333,0,0.492,0.319,-12.821,0.0387,0.881,0.911,0.206,7,0.314,106.195,4,0
124073,1DRrQx0XCOuDCIyvEbVPoG,"Fireside Chat #20 - On the Progress of the War (February 23, 1942)",President Franklin Delano Roosevelt,,,1950-01-01,0,2191726,0,0.696,0.209,-14.603,0.72,0.979,0.0017,0.072,10,0.496,80.763,4,0
